,No,Lat,Long,geometry,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,LEISER_WAC_SCALED,RETAIL_WAC_SCALED,index_right,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Population,Pop per Ar,HH_Units,Bachelor's,Median Inc,All Degree,Public Tra
1570,1570,-84.5128,38.0014,POINT (-84.5128 38.0014),300.7408623,3960.510775,293.469003,403.2121836,1346,21,067,002700,3,2147483647,Block Group 3,G5030,S,703848,0,+38.0032488,-084.5133616,1225.0,0.001740433,717.0,330.0,28419,134.0,21.0
1571,1571,-84.5128,38.0042,POINT (-84.5128 38.0042),200.78490349999998,3859.855251,191.56770790000002,451.8992924,1346,21,067,002700,3,2147483647,Block Group 3,G5030,S,703848,0,+38.0032488,-084.5133616,1225.0,0.001740433,717.0,330.0,28419,134.0,21.0
1611,1611,-84.5155,38.0014,POINT (-84.5155 38.0014),1801.8109329999997,3956.6902219999997,1822.5611079999999,2313.479369,1346,21,067,002700,3,2147483647,Block Group 3,G5030,S,703848,0,+38.0032488,-084.5133616,1225.0,0.001740433,717.0,330.0,28419,134.0,21.0
1612,1612,-84.5155,38.0042,POINT (-84.5155 38.0042),743.3541323,3571.8841079999997,1511.4703880000002,2770.523826,1346,21,067,002700,3,2147483647,Block Group 3,G5030,S,703848,0,+38.0032488,-084.5133616,1225.0,0.001740433,717.0,330.0,28419,134.0,21.0
1613,1613,-84.5155,38.0069,POINT (-84.5155 38.0069),1412.774402,3500.080258,1378.187897,2062.355603,1346,21,067,002700,3,2147483647,Block Group 3,G5030,S,703848,0,+38.0032488,-084.5133616,1225.0,0.001740433,717.0,330.0,28419,134.0,21.0
1653,1653,-84.5182,38.0042,POINT (-84.51819999999999 38.0042),3645.0830530000003,2329.777724,3792.719198,3782.23616,1346,21,067,002700,3,2147483647,Block Group 3,G5030,S,703848,0,+38.0032488,-084.5133616,1225.0,0.001740433,717.0,330.0,28419,134.0,21.0
1654,1654,-84.5182,38.0069,POINT (-84.51819999999999 38.0069),2653.467862,2537.9308579999997,3083.651782,2316.324264,1346,21,067,002700,3,2147483647,Block Group 3,G5030,S,703848,0,+38.0032488,-084.5133616,1225.0,0.001740433,717.0,330.0,28419,134.0,21.0
1507,1507,-84.5073,38.0531,POINT (-84.5073 38.0531),286.4404092,1903.4482690000002,461.87357910000003,123.09368149999999,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1548,1548,-84.51,38.0531,POINT (-84.51000000000001 38.0531),33.26528265,2008.6867120000002,46.57139571,228.2249147,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1549,1549,-84.51,38.0558,POINT (-84.51000000000001 38.0558),0.0,574.8796252000001,0.0,319.71671089999995,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1589,1589,-84.5128,38.0531,POINT (-84.5128 38.0531),6.185332032000001,2350.262797,9.420529155,186.32353419999998,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1590,1590,-84.5128,38.0558,POINT (-84.5128 38.0558),0.0,613.4661851,6.033971154,412.3733287,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1591,1591,-84.5128,38.0586,POINT (-84.5128 38.0586),0.0,202.7072657,0.0,376.6024665,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1629,1629,-84.5155,38.0504,POINT (-84.5155 38.0504),158.4866979,1927.72075,62.14343469,334.336009,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1630,1630,-84.5155,38.0531,POINT (-84.5155 38.0531),157.2032472,1458.85493,33.910405100000006,269.23954269999996,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1631,1631,-84.5155,38.0558,POINT (-84.5155 38.0558),23.7287218,930.9419393999999,33.01887871,268.9120647,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1632,1632,-84.5155,38.0586,POINT (-84.5155 38.0586),1.410344541,1652.674488,10.29337777,255.3625769,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1670,1670,-84.5182,38.0504,POINT (-84.51819999999999 38.0504),333.1231653,1507.821927,34.92721739,582.5925547999999,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1671,1671,-84.5182,38.0531,POINT (-84.51819999999999 38.0531),298.5169771,818.6347931,36.83894365,373.305965,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1672,1672,-84.5182,38.0558,POINT (-84.51819999999999 38.0558),82.45582062,1116.816556,43.05047724,126.60635490000001,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1711,1711,-84.521,38.0504,POINT (-84.521 38.0504),386.31106370000003,1019.1241570000001,198.4531878,497.9749488,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1712,1712,-84.521,38.0531,POINT (-84.521 38.0531),298.5749075,289.52990389999997,18.49126469,371.0772852,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1713,1713,-84.521,38.0558,POINT (-84.521 38.0558),83.01731065,585.9955467999999,26.75759331,74.73904040000001,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1753,1753,-84.5237,38.0531,POINT (-84.52370000000001 38.0531),144.152142,571.9164879,7.774739948,218.2614605,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1754,1754,-84.5237,38.0558,POINT (-84.52370000000001 38.0558),10.78334308,145.8155294,30.23476494,97.52815314,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1755,1755,-84.5237,38.0586,POINT (-84.52370000000001 38.0586),319.06255810000005,623.0676984,128.5077084,309.1335006,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1794,1794,-84.5265,38.0531,POINT (-84.5265 38.0531),6.966791457,1001.7565810000001,0.000606358,134.5765629,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1795,1795,-84.5265,38.0558,POINT (-84.5265 38.0558),0.286475656,27.77835806,0.932450175,170.3795101,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1796,1796,-84.5265,38.0586,POINT (-84.5265 38.0586),82.72937209999999,320.5407976,269.2759955,432.0217648,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1835,1835,-84.5292,38.0531,POINT (-84.5292 38.0531),0.0,1551.89202,0.0,127.4171331,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1836,1836,-84.5292,38.0558,POINT (-84.5292 38.0558),0.0,190.24411750000002,0.0,198.2878324,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1837,1837,-84.5292,38.0586,POINT (-84.5292 38.0586),70.34486728,257.49922999999995,228.96564640000003,356.81649419999997,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1877,1877,-84.5319,38.0558,POINT (-84.53189999999999 38.0558),0.0,662.9330732999999,0.0,162.9962271,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1878,1878,-84.5319,38.0586,POINT (-84.53189999999999 38.0586),27.91491765,102.3527288,90.8603202,208.309075,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1879,1879,-84.5319,38.0613,POINT (-84.53189999999999 38.0613),131.37575320000002,465.695404,427.6151966,430.66830139999996,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1918,1918,-84.5347,38.0558,POINT (-84.5347 38.0558),11.35492419,1367.457206,0.0,137.37464609999998,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1919,1919,-84.5347,38.0586,POINT (-84.5347 38.0586),0.0,31.50697244,0.0,113.7998503,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1920,1920,-84.5347,38.0613,POINT (-84.5347 38.0613),44.78142782,158.0520982,145.7591572,168.12035649999999,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1921,1921,-84.5347,38.064,POINT (-84.5347 38.064),135.6336374,495.44494380000003,430.8188818,414.36727060000004,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1960,1960,-84.5374,38.0586,POINT (-84.53740000000001 38.0586),0.0,394.7001829,0.0,88.04559218,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1961,1961,-84.5374,38.0613,POINT (-84.53740000000001 38.0613),0.0,0.0,0.0,31.05872307,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1962,1962,-84.5374,38.064,POINT (-84.53740000000001 38.064),40.25257991,180.94909630000004,105.95562179999999,116.974795,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
2001,2001,-84.5402,38.0586,POINT (-84.5402 38.0586),0.0,834.4939026000001,0.0,51.75016712,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
2002,2002,-84.5402,38.0613,POINT (-84.5402 38.0613),0.0,0.0,0.0,27.91754013,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
2042,2042,-84.5429,38.0586,POINT (-84.5429 38.0586),0.0,1250.056497,0.0,29.79527754,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
2043,2043,-84.5429,38.0613,POINT (-84.5429 38.0613),107.2778692,553.9426072000001,28.00216009,32.37554414,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
2084,2084,-84.5456,38.0613,POINT (-84.54559999999999 38.0613),304.2665275,1260.026268,71.56753758,95.52095016,502,21,067,001000,1,2147483647,Block Group 1,G5030,S,2766367,17739,+38.0552481,-084.5263299,754.0,0.00027256,255.0,16.0,21786,8.0,44.0
1513,1513,-84.5073,38.0694,POINT (-84.5073 38.0694),312.8445667,4319.065778,95.0692941,18.92653259,1527,21,067,001100,4,2147483647,Block Group 4,G5030,S,603720,0,+38.0717926,-084.5108658,1077.0,0.00178394,682.0,52.0,28690,19.0,41.0
1514,1514,-84.5073,38.0722,POINT (-84.5073 38.0722),360.589633,2800.567743,36.91323295,39.09984984,1527,21,067,001100,4,2147483647,Block Group 4,G5030,S,603720,0,+38.0717926,-084.5108658,1077.0,0.00178394,682.0,52.0,28690,19.0,41.0
1554,1554,-84.51,38.0694,POINT (-84.51000000000001 38.0694),296.5377329,4335.0478729999995,16.08695166,8.948199713,1527,21,067,001100,4,2147483647,Block Group 4,G5030,S,603720,0,+38.0717926,-084.5108658,1077.0,0.00178394,682.0,52.0,28690,19.0,41.0
1555,1555,-84.51,38.0722,POINT (-84.51000000000001 38.0722),382.810725,3033.142962,6.389180418,38.88371489,1527,21,067,001100,4,2147483647,Block Group 4,G5030,S,603720,0,+38.0717926,-084.5108658,1077.0,0.00178394,682.0,52.0,28690,19.0,41.0
1596,1596,-84.5128,38.0722,POINT (-84.5128 38.0722),320.8048617,3609.481785,7.405436677999999,31.15499239,1527,21,067,001100,4,2147483647,Block Group 4,G5030,S,603720,0,+38.0717926,-084.5108658,1077.0,0.00178394,682.0,52.0,28690,19.0,41.0
1637,1637,-84.5155,38.0722,POINT (-84.5155 38.0722),270.859739,3516.607906,7.44906255,20.39183703,1527,21,067,001100,4,2147483647,Block Group 4,G5030,S,603720,0,+38.0717926,-084.5108658,1077.0,0.00178394,682.0,52.0,28690,19.0,41.0
1679,1679,-84.5182,38.0749,POINT (-84.51819999999999 38.0749),97.56285931,1472.599167,7.122205059,148.8732284,1527,21,067,001100,4,2147483647,Block Group 4,G5030,S,603720,0,+38.0717926,-084.5108658,1077.0,0.00178394,682.0,52.0,28690,19.0,41.0
1515,1515,-84.5073,38.0749,POINT (-84.5073 38.0749),2366.9693230000003,1262.3399689999999,18.620789000000002,110.82333999999999,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1516,1516,-84.5073,38.0776,POINT (-84.5073 38.0776),2826.2622890000002,512.7546861999999,17.46284284,190.79232919999998,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1556,1556,-84.51,38.0749,POINT (-84.51000000000001 38.0749),146.9045781,1533.3500900000001,13.46709415,176.4829796,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1557,1557,-84.51,38.0776,POINT (-84.51000000000001 38.0776),243.07968709999997,373.23740330000004,10.90017923,314.0302603,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1597,1597,-84.5128,38.0749,POINT (-84.5128 38.0749),186.379721,1693.325759,10.18245083,189.7297881,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1598,1598,-84.5128,38.0776,POINT (-84.5128 38.0776),10.58591937,409.02208039999994,6.076721626,347.6546684,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1638,1638,-84.5155,38.0749,POINT (-84.5155 38.0749),189.35781519999998,1843.569923,10.31003717,172.85532709999998,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1639,1639,-84.5155,38.0776,POINT (-84.5155 38.0776),21.5142011,454.2717983,9.1361989,326.3800652,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1680,1680,-84.5182,38.0776,POINT (-84.51819999999999 38.0776),15.35631766,315.3389437,12.759728599999999,271.3050559,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1721,1721,-84.521,38.0776,POINT (-84.521 38.0776),0.16477267,363.4353624,40.71701037,140.3500406,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1762,1762,-84.5237,38.0776,POINT (-84.52370000000001 38.0776),0.0,463.2326279,51.19932077,82.57927484,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1802,1802,-84.5265,38.0749,POINT (-84.5265 38.0749),0.0,1934.3114050000001,19.44369389,41.80597735,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1803,1803,-84.5265,38.0776,POINT (-84.5265 38.0776),0.0,189.8799767,45.87273658,67.51135179999999,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1843,1843,-84.5292,38.0749,POINT (-84.5292 38.0749),0.0,800.6296076,8.668497191,60.47798114,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1844,1844,-84.5292,38.0776,POINT (-84.5292 38.0776),0.0,0.0,30.66183943,83.37789661,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1883,1883,-84.5319,38.0722,POINT (-84.53189999999999 38.0722),29.28890925,540.395718,71.44393955,110.73459209999999,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1884,1884,-84.5319,38.0749,POINT (-84.53189999999999 38.0749),0.987362058,8.470527127999999,2.728578328,67.90991282,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1885,1885,-84.5319,38.0776,POINT (-84.53189999999999 38.0776),0.0,0.0,22.53695731,79.90660093,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1925,1925,-84.5347,38.0749,POINT (-84.5347 38.0749),13.20315605,113.2691808,0.0,68.50204306,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1926,1926,-84.5347,38.0776,POINT (-84.5347 38.0776),0.0,40.78413436,11.36861133,63.06620644,1041,21,067,003704,2,2147483647,Block Group 2,G5030,S,7382721,9568,+38.0895867,-084.5251608,1737.0,0.000235279,725.0,568.0,76920,274.0,25.0
1517,1517,-84.51,37.9688,POINT (-84.51000000000001 37.9688),25.271305399999996,4771.612618,0.0,0.0,1045,21,067,004105,1,2147483647,Block Group 1,G5030,S,858050,0,+37.9642542,-084.5094607,1669.0,0.001945108,576.0,835.0,103833,194.0,27.0
1518,1518,-84.51,37.9715,POINT (-84.51000000000001 37.9715),34.05003829,6219.527782,0.0,0.110161381,330,21,067,004104,1,2147483647,Block Group 1,G5030,S,678231,0,+37.9778061,-084.5144322,1465.0,0.002160031,740.0,372.0,53512,168.0,24.0
1519,1519,-84.51,37.9742,POINT (-84.51000000000001 37.9742),306.6812475,8459.939840000001,0.0,1.29e-06,330,21,067,004104,1,2147483647,Block Group 1,G5030,S,678231,0,+37.9778061,-084.5144322,1465.0,0.002160031,740.0,372.0,53512,168.0,24.0
1560,1560,-84.5128,37.9742,POINT (-84.5128 37.9742),19.17866182,6275.796938,0.0,4.040707589,330,21,067,004104,1,2147483647,Block Group 1,G5030,S,678231,0,+37.9778061,-084.5144322,1465.0,0.002160031,740.0,372.0,53512,168.0,24.0
1561,1561,-84.5128,37.977,POINT (-84.5128 37.977),7.454765041,5121.804402000001,0.0,13.90705351,330,21,067,004104,1,2147483647,Block Group 1,G5030,S,678231,0,+37.9778061,-084.5144322,1465.0,0.002160031,740.0,372.0,53512,168.0,24.0
1562,1562,-84.5128,37.9797,POINT (-84.5128 37.9797),0.0,3846.540672,0.0,15.0881878,330,21,067,004104,1,2147483647,Block Group 1,G5030,S,678231,0,+37.9778061,-084.5144322,1465.0,0.002160031,740.0,372.0,53512,168.0,24.0
1602,1602,-84.5155,37.977,POINT (-84.5155 37.977),4.233008706000001,3564.796172,0.0,14.36182198,330,21,067,004104,1,2147483647,Block Group 1,G5030,S,678231,0,+37.9778061,-084.5144322,1465.0,0.002160031,740.0,372.0,53512,168.0,24.0
1603,1603,-84.5155,37.9797,POINT (-84.5155 37.9797),0.05002844099999999,2558.000529,1.55879628,18.12662335,330,21,067,004104,1,2147483647,Block Group 1,G5030,S,678231,0,+37.9778061,-084.5144322,1465.0,0.002160031,740.0,372.0,53512,168.0,24.0
1644,1644,-84.5182,37.9797,POINT (-84.51819999999999 37.9797),1.718712725,3888.272364,31.49912766,9.014240872,330,21,067,004104,1,2147483647,Block Group 1,G5030,S,678231,0,+37.9778061,-084.5144322,1465.0,0.002160031,740.0,372.0,53512,168.0,24.0
1645,1645,-84.5182,37.9824,POINT (-84.51819999999999 37.9824),6.268461059,4138.434244,157.2038016,4.059491026,330,21,067,004104,1,2147483647,Block Group 1,G5030,S,678231,0,+37.9778061,-084.5144322,1465.0,0.002160031,740.0,372.0,53512,168.0,24.0
1540,1540,-84.51,38.0314,POINT (-84.51000000000001 38.0314),59689.75942,2639.259607,1289.4527560000001,791.7528782,1396,21,067,001800,2,2147483647,Block Group 2,G5030,S,349169,0,+38.0319499,-084.5120115,1527.0,0.00437324,587.0,124.0,20069,54.0,249.0
1541,1541,-84.51,38.0341,POINT (-84.51000000000001 38.0341),20919.82847,3070.307031,3757.378267,382.81576739999997,1396,21,067,001800,2,2147483647,Block Group 2,G5030,S,349169,0,+38.0319499,-084.5120115,1527.0,0.00437324,587.0,124.0,20069,54.0,249.0
1580,1580,-84.5128,38.0286,POINT (-84.5128 38.0286),11795.46643,5177.42594,528.3985812,115.23611140000001,1396,21,067,001800,2,2147483647,Block Group 2,G5030,S,349169,0,+38.0319499,-084.5120115,1527.0,0.00437324,587.0,124.0,20069,54.0,249.0
1581,1581,-84.5128,38.0314,POINT (-84.5128 38.0314),5616.410258,4969.456418,501.36258499999997,298.80699580000004,1396,21,067,001800,2,2147483647,Block Group 2,G5030,S,349169,0,+38.0319499,-084.5120115,1527.0,0.00437324,587.0,124.0,20069,54.0,249.0
1582,1582,-84.5128,38.0341,POINT (-84.5128 38.0341),69.65214712,4420.4769799999995,1009.359744,321.44475689999996,1396,21,067,001800,2,2147483647,Block Group 2,G5030,S,349169,0,+38.0319499,-084.5120115,1527.0,0.00437324,587.0,124.0,20069,54.0,249.0
1558,1558,-84.5128,37.9688,POINT (-84.5128 37.9688),6.652644089,5012.426815999999,0.0,1.340921241,1477,21,067,004105,2,2147483647,Block Group 2,G5030,S,903647,0,+37.9686859,-084.5187220,2369.0,0.002621599,1024.0,786.0,55679,273.0,0.0
1559,1559,-84.5128,37.9715,POINT (-84.5128 37.9715),21.60590453,5473.381474,0.0,1.3006429879999999,1477,21,067,004105,2,2147483647,Block Group 2,G5030,S,903647,0,+37.9686859,-084.5187220,2369.0,0.002621599,1024.0,786.0,55679,273.0,0.0
1599,1599,-84.5155,37.9688,POINT (-84.5155 37.9688),15.61754797,4799.458568,0.0,3.904386992,1477,21,067,004105,2,2147483647,Block Group 2,G5030,S,903647,0,+37.9686859,-084.5187220,2369.0,0.002621599,1024.0,786.0,55679,273.0,0.0
1600,1600,-84.5155,37.9715,POINT (-84.5155 37.9715),16.03301692,4455.033076,0.0,3.0058043110000003,1477,21,067,004105,2,2147483647,Block Group 2,G5030,S,903647,0,+37.9686859,-084.5187220,2369.0,0.002621599,1024.0,786.0,55679,273.0,0.0
1640,1640,-84.5182,37.9688,POINT (-84.51819999999999 37.9688),23.99864083,3869.609247,0.0,5.999660208,1477,21,067,004105,2,2147483647,Block Group 2,G5030,S,903647,0,+37.9686859,-084.5187220,2369.0,0.002621599,1024.0,786.0,55679,273.0,0.0
1641,1641,-84.5182,37.9715,POINT (-84.51819999999999 37.9715),20.00028971,4351.4472590000005,0.0,3.9319665539999997,1477,21,067,004105,2,2147483647,Block Group 2,G5030,S,903647,0,+37.9686859,-084.5187220,2369.0,0.002621599,1024.0,786.0,55679,273.0,0.0
1681,1681,-84.521,37.9688,POINT (-84.521 37.9688),26.44544166,4006.60305,0.0,5.916924836000001,1477,21,067,004105,2,2147483647,Block Group 2,G5030,S,903647,0,+37.9686859,-084.5187220,2369.0,0.002621599,1024.0,786.0,55679,273.0,0.0
1682,1682,-84.521,37.9715,POINT (-84.521 37.9715),19.72501529,4494.388582,0.0,5.673933707000001,1477,21,067,004105,2,2147483647,Block Group 2,G5030,S,903647,0,+37.9686859,-084.5187220,2369.0,0.002621599,1024.0,786.0,55679,273.0,0.0
1722,1722,-84.5237,37.9688,POINT (-84.52370000000001 37.9688),61.10298065,4411.7763079999995,23.94946869,22.46851517,1477,21,067,004105,2,2147483647,Block Group 2,G5030,S,903647,0,+37.9686859,-084.5187220,2369.0,0.002621599,1024.0,786.0,55679,273.0,0.0
1723,1723,-84.5237,37.9715,POINT (-84.52370000000001 37.9715),10.76394793,4428.529769,0.0,10.04572955,1477,21,067,004105,2,2147483647,Block Group 2,G5030,S,903647,0,+37.9686859,-084.5187220,2369.0,0.002621599,1024.0,786.0,55679,273.0,0.0
1763,1763,-84.5265,37.9688,POINT (-84.5265 37.9688),106.2153919,5330.273496,100.47083459999999,79.71119903,1477,21,067,004105,2,2147483647,Block Group 2,G5030,S,903647,0,+37.9686859,-084.5187220,2369.0,0.002621599,1024.0,786.0,55679,273.0,0.0
