No,EDHLTH_RAC_SCALED,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,EMP_WAC_SCALED,LEISER_RAC_SCALED,LEISER_WAC_SCALED,OTHER_RAC_SCALED,OTHER_WAC_SCALED,RETAIL_RAC_SCALED,RETAIL_WAC_SCALED
41,8.332556388,0,14.16245755,70.74546621,0.76398422,25.21147926,4.301932723,33.31023943,0.76398422,12.22374752
42,14.00586172,0.061388,31.45427321,115.7543059,1.825798869,12.12317089,13.98097775,98.25735965,1.64163487,5.312387341
43,90.39877551,1.003799321,275.7317025,135.1960993,25.28712829,19.0721871,136.9087236,115.1201129,23.13707514,0
44,470.164626,1.916224045,1434.820084,151.3751226,152.3801443,36.40825685,687.5899391,113.0506417,124.6853748,0
45,1017.105807,1.933274287,3102.240224,193.5221425,338.81532,36.73221146,1430.776244,154.8566568,315.542853,0
46,1041.871706,0.950699369,3335.132699,152.2838837,338.1776774,18.06328801,1619.182191,133.2698963,335.9011249,0
47,855.669179,1.523762085,2890.468806,79.21064032,268.634611,1.245192808,1471.177273,76.44168543,294.9877427,0
48,661.3663482,10.22621178,2011.831626,39.83897367,157.1769755,8.415826743,1008.48419,19.81601969,184.8041126,1.380915458
49,1084.64419,19.72026741,3443.165399,70.11797057,282.2212014,19.34815405,1754.758922,25.415187,321.5410854,5.634362117
50,1448.594618,33.93543357,4760.295375,254.0160466,409.1694347,24.23959541,2456.275665,44.14102534,446.2556575,151.6999923
51,1305.020409,46.43441982,4234.423838,1624.955542,340.6384747,51.99063671,2193.359011,155.0595965,395.405943,1371.470889
52,1073.882634,36.21613049,3697.366862,1876.478165,321.4893633,162.7192124,1918.462125,210.7528677,383.5327393,1466.789954
53,1018.62167,34.00771451,3613.575196,478.1791576,351.7293944,177.5742587,1821.792217,161.189427,421.431915,105.4077574
54,864.4018061,1.97213705,3061.880253,183.8747318,354.8830452,51.29834837,1481.505833,63.23112986,361.0895687,67.37311647
55,775.6298554,2.761584245,2606.518255,82.95680094,331.6483922,0,1176.080338,66.82220551,323.1596696,13.37301118
56,908.8565926,5.221255717,3062.254863,80.70025693,382.604658,3.124253065,1440.988472,72.35474815,329.80514,0
57,1337.891612,5.646540711,4360.796857,90.45182324,441.3922879,5.887192569,2145.08052,73.43605875,436.4324368,5.482031203
58,1221.882473,2.003913766,3939.691025,456.8339119,357.8501579,182.2487518,1977.505173,203.3431407,382.4532205,69.23810569
59,742.3679106,1.54375471,2409.635306,4769.526911,226.1369712,3168.319898,1207.143183,960.1853466,233.9872411,639.4779116
60,446.127043,78.58064244,1674.869963,5888.34297,227.0508365,2899.371037,804.8310374,1561.741867,196.8610459,1348.649423
61,335.684403,110.4922377,1281.696021,3188.787243,175.6673577,837.9461886,624.8723123,1101.17178,145.4719476,1139.177037
62,42.92505604,8.020765208,164.7249025,115.3366109,23.07221762,10.06350326,80.48448007,45.49718282,18.24314882,51.75515964
63,0,0,0,0,0,0,0,0,0,0
64,0.054996257,0,0.109992513,0,0,0,0.054996257,0,0,0
65,0.988727775,0,1.97745555,0,0,0,0.988727775,0,0,0
66,3.402985513,0,7.931761481,7.119419196,0.13435857,0,4.097968653,7.119419196,0.296448745,0
67,7.619370152,0,33.02184916,90.24816038,2.108429473,0,18.45548547,90.24816038,4.838564064,0
68,12.73213507,0,65.37651218,175.8290455,4.715399666,0,36.88186645,175.8290455,11.04711098,0
69,14.7499165,0,77.76712426,202.6584452,5.696249997,0,43.89129172,202.6584452,13.42966605,0
70,14.89223151,0,78.51250315,201.5686531,5.748730671,0,44.29246029,201.5686531,13.57908068,0
